Budget,Average_Recovery_Rate
253,0.340000
254,0.340000
255,0.340000
256,0.340000
257,0.340000
258,0.340000
259,0.340000
260,0.340000
261,0.340000
262,0.340000
263,0.340000
264,0.340000
265,0.340000
266,0.340000
267,0.340000
268,0.340000
269,0.340000
270,0.340000
271,0.340000
272,0.340000
273,0.340000
274,0.340000
275,0.340000
276,0.340000
277,0.340000
278,0.340000
279,0.340000
280,0.340000
281,0.340000
282,0.340000
283,0.340000
284,0.340000
285,0.340000
286,0.340000
287,0.340000
288,0.340000
289,0.340000
290,0.340000
291,0.340000
292,0.340000
293,0.340000
294,0.340000
295,0.340000
296,0.340000
297,0.340000
298,0.340000
299,0.340000
300,0.340000
301,0.340000
302,0.340000
303,0.340000
304,0.340000
305,0.340000
306,0.340000
307,0.340000
308,0.340000
309,0.340000
310,0.340000
311,0.340000
312,0.340000
313,0.340000
314,0.340000
315,0.340000
316,0.340000
317,0.340000
318,0.340000
319,0.340000
320,0.340000
321,0.340000
322,0.340000
323,0.340000
324,0.340000
325,0.340000
326,0.340000
327,0.340000
328,0.340000
329,0.340000
330,0.340000
331,0.340000
332,0.340000
333,0.340000
334,0.340000
335,0.340000
336,0.340000
337,0.340000
338,0.340000
339,0.340000
340,0.340000
341,0.340000
342,0.340000
343,0.340000
344,0.340000
345,0.340000
346,0.340000
347,0.340000
348,0.340000
349,0.340000
350,0.340000
351,0.340000
352,0.340000
353,0.340000
354,0.340000
355,0.340000
356,0.340000
357,0.340000
358,0.340000
359,0.340000
360,0.340000
361,0.340000
362,0.340000
363,0.340000
364,0.340000
365,0.340000
366,0.340000
367,0.340000
368,0.340000
369,0.340000
370,0.340000
371,0.340000
372,0.340000
373,0.340000
374,0.340000
375,0.340000
376,0.340000
377,0.340000
378,0.340000
379,0.340000
380,0.340000
381,0.340000
382,0.340000
383,0.340000
384,0.340000
385,0.340000
386,0.340000
387,0.340000
388,0.340000
389,0.340000
390,0.340000
391,0.340000
392,0.340000
393,0.340000
394,0.340000
395,0.340000
396,0.340000
397,0.340000
398,0.340000
399,0.340000
400,0.340000
401,0.340000
402,0.340000
403,0.340000
404,0.340000
405,0.340000
406,0.340000
407,0.340000
408,0.340000
409,0.340000
410,0.340000
411,0.340000
412,0.340000
413,0.340000
414,0.340000
415,0.340000
416,0.340000
417,0.340000
418,0.340000
419,0.340000
420,0.340000
421,0.340000
422,0.340000
423,0.340000
424,0.340000
425,0.340000
426,0.340000
427,0.340000
428,0.340000
429,0.340000
430,0.340000
431,0.340000
432,0.340000
433,0.340000
434,0.340000
435,0.340000
436,0.340000
437,0.340000
438,0.340000
439,0.340000
440,0.340000
441,0.340000
442,0.340000
443,0.340000
444,0.340000
445,0.340000
446,0.340000
447,0.340000
448,0.340000
449,0.340000
450,0.340000
451,0.340000
452,0.340000
453,0.340000
454,0.340000
455,0.340000
456,0.340000
457,0.340000
458,0.340000
459,0.340000
460,0.340000
461,0.340000
462,0.340000
463,0.340000
464,0.340000
465,0.340000
466,0.340000
467,0.340000
468,0.340000
469,0.340000
470,0.340000
471,0.340000
472,0.340000
473,0.340000
474,0.340000
475,0.340000
476,0.340000
477,0.340000
478,0.340000
479,0.340000
480,0.340000
481,0.340000
482,0.340000
483,0.340000
484,0.340000
485,0.340000
486,0.340000
487,0.340000
488,0.340000
489,0.340000
490,0.340000
491,0.340000
492,0.340000
493,0.340000
494,0.340000
495,0.340000
496,0.340000
497,0.340000
498,0.340000
499,0.340000
500,0.340000
